employee_id,location,start_est,end_est,start_utc,end_utc,duration_hours,shift_template,shift_type,work_category,shift_sequence_number,rest_hours,days_since_last_shift,consecutive_days,hours_worked_last_7_shifts,hours_worked_last_14_shifts,hours_worked_last_7_days,hours_worked_last_14_days,night_shifts_last_14_shifts,night_shifts_last_14_days,day_of_week,day_of_month,month,week_of_year,is_weekend,local_start_hour,estimated_ticket_load,workload_intensity,match_quality
CAN_04,Canada,2025-02-07 16:00:00,2025-02-07 23:59:00,2025-02-07 21:00:00,2025-02-08 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,29,16.016666666666666,0.6673611111111111,5,55.88333333333333,111.83333333333333,39.916666666666664,79.83333333333333,0,0,4,7,2,6,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-02-10 07:00:00,2025-02-10 15:00:00,2025-02-10 12:00:00,2025-02-10 20:00:00,8.0,3. Morning1 CA,day,canada,30,55.016666666666666,2.292361111111111,1,55.900000000000006,111.83333333333333,47.916666666666664,87.83333333333333,0,0,0,10,2,7,False,7,1.0,0.125,exact
CAN_04,Canada,2025-02-11 07:00:00,2025-02-11 15:00:00,2025-02-11 12:00:00,2025-02-11 20:00:00,8.0,3. Morning1 CA,day,canada,31,16.0,0.6666666666666666,2,55.91666666666667,111.83333333333333,47.93333333333334,87.85,0,0,1,11,2,7,False,7,1.0,0.125,exact
CAN_04,Canada,2025-02-12 07:00:00,2025-02-12 15:00:00,2025-02-12 12:00:00,2025-02-12 20:00:00,8.0,3. Morning1 CA,day,canada,32,16.0,0.6666666666666666,3,55.93333333333334,111.83333333333333,47.95,87.86666666666667,0,0,2,12,2,7,False,7,1.0,0.125,exact
CAN_04,Canada,2025-02-15 08:00:00,2025-02-15 16:00:00,2025-02-15 13:00:00,2025-02-15 21:00:00,8.0,9. Weekend1 CA,day,canada,33,65.0,2.7083333333333335,1,55.95,111.83333333333333,32.0,71.91666666666667,0,0,5,15,2,7,True,8,1.0,0.125,exact
CAN_04,Canada,2025-02-16 08:00:00,2025-02-16 16:00:00,2025-02-16 13:00:00,2025-02-16 21:00:00,8.0,9. Weekend1 CA,day,canada,34,16.0,0.6666666666666666,2,55.96666666666667,111.85,40.0,79.91666666666667,0,0,6,16,2,7,True,8,1.0,0.125,exact
CAN_04,Canada,2025-02-17 08:00:00,2025-02-17 16:00:00,2025-02-17 13:00:00,2025-02-17 21:00:00,8.0,9. Weekend1 CA,day,canada,35,16.0,0.6666666666666666,3,55.983333333333334,111.86666666666666,40.0,87.91666666666667,0,0,0,17,2,8,False,8,1.0,0.125,exact
CAN_04,Canada,2025-02-18 07:00:00,2025-02-18 15:00:00,2025-02-18 12:00:00,2025-02-18 20:00:00,8.0,3. Morning1 CA,day,canada,36,15.0,0.625,4,56.0,111.88333333333333,40.0,87.93333333333334,0,0,1,18,2,8,False,7,1.0,0.125,exact
CAN_04,Canada,2025-02-19 07:00:00,2025-02-19 15:00:00,2025-02-19 12:00:00,2025-02-19 20:00:00,8.0,3. Morning1 CA,day,canada,37,16.0,0.6666666666666666,5,56.0,111.89999999999999,40.0,87.95,0,0,2,19,2,8,False,7,1.0,0.125,exact
CAN_04,Canada,2025-02-22 08:00:00,2025-02-22 16:00:00,2025-02-22 13:00:00,2025-02-22 21:00:00,8.0,9. Weekend1 CA,day,canada,38,65.0,2.7083333333333335,1,56.0,111.91666666666666,40.0,72.0,0,0,5,22,2,8,True,8,1.0,0.125,exact
CAN_04,Canada,2025-02-23 08:00:00,2025-02-23 16:00:00,2025-02-23 13:00:00,2025-02-23 21:00:00,8.0,9. Weekend1 CA,day,canada,39,16.0,0.6666666666666666,2,56.0,111.93333333333332,40.0,80.0,0,0,6,23,2,8,True,8,1.0,0.125,exact
CAN_04,Canada,2025-02-24 16:00:00,2025-02-24 23:59:00,2025-02-24 21:00:00,2025-02-25 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,40,24.0,1.0,1,55.983333333333334,111.93333333333332,39.983333333333334,79.98333333333333,0,0,0,24,2,9,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-02-25 16:00:00,2025-02-25 23:59:00,2025-02-25 21:00:00,2025-02-26 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,41,16.016666666666666,0.6673611111111111,2,55.96666666666667,111.93333333333332,39.96666666666667,79.96666666666667,0,0,1,25,2,9,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-02-26 16:00:00,2025-02-26 23:59:00,2025-02-26 21:00:00,2025-02-27 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,42,16.016666666666666,0.6673611111111111,3,55.949999999999996,111.93333333333334,39.95,79.95,0,0,2,26,2,9,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-02-27 16:00:00,2025-02-27 23:59:00,2025-02-27 21:00:00,2025-02-28 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,43,16.016666666666666,0.6673611111111111,4,55.93333333333333,111.93333333333334,47.93333333333334,87.93333333333334,0,0,3,27,2,9,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-02-28 16:00:00,2025-02-28 23:59:00,2025-02-28 21:00:00,2025-03-01 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,44,16.016666666666666,0.6673611111111111,5,55.916666666666664,111.91666666666667,55.91666666666667,95.91666666666667,0,0,4,28,2,9,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-03 16:00:00,2025-03-03 23:59:00,2025-03-03 21:00:00,2025-03-04 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,45,64.01666666666667,2.667361111111111,1,55.9,111.9,39.916666666666664,79.9,0,0,0,3,3,10,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-04 12:00:00,2025-03-04 20:00:00,2025-03-04 17:00:00,2025-03-05 01:00:00,8.0,Custom/Unmatched,evening,unmatched,46,12.016666666666667,0.5006944444444444,2,55.9,111.9,47.916666666666664,79.9,0,0,1,4,3,10,False,12,1.0,0.125,inferred
CAN_04,Canada,2025-03-05 12:00:00,2025-03-05 20:00:00,2025-03-05 17:00:00,2025-03-06 01:00:00,8.0,Custom/Unmatched,evening,unmatched,47,16.0,0.6666666666666666,3,55.916666666666664,111.9,47.93333333333334,79.9,0,0,2,5,3,10,False,12,1.0,0.125,inferred
CAN_04,Canada,2025-03-06 12:00:00,2025-03-06 20:00:00,2025-03-06 17:00:00,2025-03-07 01:00:00,8.0,Custom/Unmatched,evening,unmatched,48,16.0,0.6666666666666666,4,55.93333333333334,111.9,47.95,87.9,0,0,3,6,3,10,False,12,1.0,0.125,inferred
CAN_04,Canada,2025-03-07 12:00:00,2025-03-07 20:00:00,2025-03-07 17:00:00,2025-03-08 01:00:00,8.0,Custom/Unmatched,evening,unmatched,49,16.0,0.6666666666666666,5,55.95,111.9,47.96666666666667,95.9,0,0,4,7,3,10,False,12,1.0,0.125,inferred
CAN_04,Canada,2025-03-10 10:00:00,2025-03-10 18:00:00,2025-03-10 15:00:00,2025-03-10 23:00:00,8.0,5. Morning3 CA,day,canada,50,62.0,2.5833333333333335,1,55.96666666666667,111.9,47.983333333333334,87.9,0,0,0,10,3,11,False,10,1.0,0.125,exact
CAN_04,Canada,2025-03-11 10:00:00,2025-03-11 18:00:00,2025-03-11 15:00:00,2025-03-11 23:00:00,8.0,5. Morning3 CA,day,canada,51,16.0,0.6666666666666666,2,55.983333333333334,111.9,48.0,87.91666666666667,0,0,1,11,3,11,False,10,1.0,0.125,exact
CAN_04,Canada,2025-03-12 10:00:00,2025-03-12 18:00:00,2025-03-12 15:00:00,2025-03-12 23:00:00,8.0,5. Morning3 CA,day,canada,52,16.0,0.6666666666666666,3,56.0,111.9,48.0,87.93333333333334,0,0,2,12,3,11,False,10,1.0,0.125,exact
CAN_04,Canada,2025-03-15 16:00:00,2025-03-15 23:59:00,2025-03-15 21:00:00,2025-03-16 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,53,70.0,2.9166666666666665,1,55.983333333333334,111.88333333333334,31.983333333333334,71.96666666666667,0,0,5,15,3,11,True,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-16 16:00:00,2025-03-16 23:59:00,2025-03-16 21:00:00,2025-03-17 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,54,16.016666666666666,0.6673611111111111,2,55.96666666666667,111.88333333333334,39.96666666666667,79.95,0,0,6,16,3,11,True,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-17 10:00:00,2025-03-17 18:00:00,2025-03-17 15:00:00,2025-03-17 23:00:00,8.0,5. Morning3 CA,day,canada,55,10.016666666666667,0.4173611111111111,3,55.96666666666667,111.9,39.96666666666667,87.95,0,0,0,17,3,12,False,10,1.0,0.125,exact
CAN_04,Canada,2025-03-18 10:00:00,2025-03-18 18:00:00,2025-03-18 15:00:00,2025-03-18 23:00:00,8.0,5. Morning3 CA,day,canada,56,16.0,0.6666666666666666,4,55.96666666666667,111.91666666666667,39.96666666666667,87.96666666666667,0,0,1,18,3,12,False,10,1.0,0.125,exact
CAN_04,Canada,2025-03-19 10:00:00,2025-03-19 18:00:00,2025-03-19 15:00:00,2025-03-19 23:00:00,8.0,5. Morning3 CA,day,canada,57,16.0,0.6666666666666666,5,55.96666666666667,111.93333333333334,39.96666666666667,87.96666666666667,0,0,2,19,3,12,False,10,1.0,0.125,exact
CAN_04,Canada,2025-03-22 16:00:00,2025-03-22 23:59:00,2025-03-22 21:00:00,2025-03-23 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,58,70.0,2.9166666666666665,1,55.95,111.93333333333334,39.96666666666667,71.95,0,0,5,22,3,12,True,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-23 16:00:00,2025-03-23 23:59:00,2025-03-23 21:00:00,2025-03-24 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,59,16.016666666666666,0.6673611111111111,2,55.93333333333334,111.93333333333334,39.96666666666667,79.93333333333334,0,0,6,23,3,12,True,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-24 16:00:00,2025-03-24 23:59:00,2025-03-24 21:00:00,2025-03-25 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,60,16.016666666666666,0.6673611111111111,3,55.93333333333333,111.91666666666667,39.95,79.91666666666667,0,0,0,24,3,13,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-25 16:00:00,2025-03-25 23:59:00,2025-03-25 21:00:00,2025-03-26 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,61,16.016666666666666,0.6673611111111111,4,55.93333333333333,111.9,39.93333333333334,79.9,0,0,1,25,3,13,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-26 16:00:00,2025-03-26 23:59:00,2025-03-26 21:00:00,2025-03-27 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,62,16.016666666666666,0.6673611111111111,5,55.916666666666664,111.88333333333334,39.916666666666664,79.88333333333334,0,0,2,26,3,13,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-27 16:00:00,2025-03-27 23:59:00,2025-03-27 21:00:00,2025-03-28 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,63,16.016666666666666,0.6673611111111111,6,55.9,111.86666666666667,47.9,87.86666666666667,0,0,3,27,3,13,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-28 16:00:00,2025-03-28 23:59:00,2025-03-28 21:00:00,2025-03-29 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,64,16.016666666666666,0.6673611111111111,7,55.88333333333333,111.85,55.88333333333333,95.85000000000001,0,0,4,28,3,13,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-03-31 16:00:00,2025-03-31 23:59:00,2025-03-31 21:00:00,2025-04-01 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,65,64.01666666666667,2.667361111111111,1,55.88333333333333,111.83333333333333,39.916666666666664,79.86666666666667,0,0,0,31,3,14,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-04-01 16:00:00,2025-04-01 23:59:00,2025-04-01 21:00:00,2025-04-02 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,66,16.016666666666666,0.6673611111111111,2,55.88333333333333,111.81666666666666,39.916666666666664,79.85000000000001,0,0,1,1,4,14,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-04-02 16:00:00,2025-04-02 23:59:00,2025-04-02 21:00:00,2025-04-03 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,67,16.016666666666666,0.6673611111111111,3,55.88333333333333,111.81666666666666,39.916666666666664,79.83333333333333,0,0,2,2,4,14,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-04-05 08:00:00,2025-04-05 16:00:00,2025-04-05 13:00:00,2025-04-05 21:00:00,8.0,9. Weekend1 CA,day,canada,68,56.016666666666666,2.3340277777777776,1,55.900000000000006,111.83333333333333,31.95,87.83333333333333,0,0,5,5,4,14,True,8,1.0,0.125,exact
CAN_04,Canada,2025-04-06 08:00:00,2025-04-06 16:00:00,2025-04-06 13:00:00,2025-04-06 21:00:00,8.0,9. Weekend1 CA,day,canada,69,16.0,0.6666666666666666,2,55.91666666666667,111.83333333333333,39.95,87.85,0,0,6,6,4,14,True,8,1.0,0.125,exact
CAN_04,Canada,2025-04-07 08:00:00,2025-04-07 16:00:00,2025-04-07 13:00:00,2025-04-07 21:00:00,8.0,9. Weekend1 CA,day,canada,70,16.0,0.6666666666666666,3,55.93333333333334,111.83333333333333,47.95,87.86666666666667,0,0,0,7,4,15,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-08 08:00:00,2025-04-08 16:00:00,2025-04-08 13:00:00,2025-04-08 21:00:00,8.0,9. Weekend1 CA,day,canada,71,16.0,0.6666666666666666,4,55.95,111.83333333333333,47.96666666666667,87.88333333333334,0,0,1,8,4,15,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-09 08:00:00,2025-04-09 16:00:00,2025-04-09 13:00:00,2025-04-09 21:00:00,8.0,9. Weekend1 CA,day,canada,72,16.0,0.6666666666666666,5,55.96666666666667,111.85,47.983333333333334,87.9,0,0,2,9,4,15,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-10 08:00:00,2025-04-10 16:00:00,2025-04-10 13:00:00,2025-04-10 21:00:00,8.0,9. Weekend1 CA,day,canada,73,16.0,0.6666666666666666,6,55.983333333333334,111.86666666666666,48.0,87.91666666666667,0,0,3,10,4,15,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-11 08:00:00,2025-04-11 16:00:00,2025-04-11 13:00:00,2025-04-11 21:00:00,8.0,9. Weekend1 CA,day,canada,74,16.0,0.6666666666666666,7,56.0,111.88333333333333,56.0,87.93333333333334,0,0,4,11,4,15,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-14 08:00:00,2025-04-14 16:00:00,2025-04-14 13:00:00,2025-04-14 21:00:00,8.0,9. Weekend1 CA,day,canada,75,64.0,2.6666666666666665,1,56.0,111.89999999999999,40.0,87.95,0,0,0,14,4,16,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-15 08:00:00,2025-04-15 16:00:00,2025-04-15 13:00:00,2025-04-15 21:00:00,8.0,9. Weekend1 CA,day,canada,76,16.0,0.6666666666666666,2,56.0,111.91666666666666,40.0,87.96666666666667,0,0,1,15,4,16,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-16 08:00:00,2025-04-16 16:00:00,2025-04-16 13:00:00,2025-04-16 21:00:00,8.0,9. Weekend1 CA,day,canada,77,16.0,0.6666666666666666,3,56.0,111.93333333333334,40.0,87.98333333333333,0,0,2,16,4,16,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-17 08:00:00,2025-04-17 16:00:00,2025-04-17 13:00:00,2025-04-17 21:00:00,8.0,9. Weekend1 CA,day,canada,78,16.0,0.6666666666666666,4,56.0,111.95,40.0,88.0,0,0,3,17,4,16,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-18 08:00:00,2025-04-18 16:00:00,2025-04-18 13:00:00,2025-04-18 21:00:00,8.0,9. Weekend1 CA,day,canada,79,16.0,0.6666666666666666,5,56.0,111.96666666666667,40.0,96.0,0,0,4,18,4,16,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-21 08:00:00,2025-04-21 16:00:00,2025-04-21 13:00:00,2025-04-21 21:00:00,8.0,9. Weekend1 CA,day,canada,80,64.0,2.6666666666666665,1,56.0,111.98333333333333,40.0,80.0,0,0,0,21,4,17,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-22 08:00:00,2025-04-22 16:00:00,2025-04-22 13:00:00,2025-04-22 21:00:00,8.0,9. Weekend1 CA,day,canada,81,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,22,4,17,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-23 08:00:00,2025-04-23 16:00:00,2025-04-23 13:00:00,2025-04-23 21:00:00,8.0,9. Weekend1 CA,day,canada,82,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,23,4,17,False,8,1.0,0.125,exact
CAN_04,Canada,2025-04-24 16:00:00,2025-04-24 23:59:00,2025-04-24 21:00:00,2025-04-25 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,83,24.0,1.0,1,55.98333333333333,111.98333333333333,39.983333333333334,79.98333333333333,0,0,3,24,4,17,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-04-26 08:00:00,2025-04-26 16:00:00,2025-04-26 13:00:00,2025-04-26 21:00:00,8.0,9. Weekend1 CA,day,canada,84,32.016666666666666,1.3340277777777778,1,55.983333333333334,111.98333333333333,39.983333333333334,79.98333333333333,0,0,5,26,4,17,True,8,1.0,0.125,exact
CAN_04,Canada,2025-04-28 16:00:00,2025-04-28 23:59:00,2025-04-28 21:00:00,2025-04-29 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,85,48.0,2.0,1,55.96666666666667,111.96666666666667,39.96666666666667,79.96666666666667,0,0,0,28,4,18,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-04-29 16:00:00,2025-04-29 23:59:00,2025-04-29 21:00:00,2025-04-30 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,86,16.016666666666666,0.6673611111111111,2,55.95,111.95,39.95,79.95,0,0,1,29,4,18,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-04-30 16:00:00,2025-04-30 23:59:00,2025-04-30 21:00:00,2025-05-01 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,87,16.016666666666666,0.6673611111111111,3,55.93333333333334,111.93333333333334,39.93333333333334,79.93333333333334,0,0,2,30,4,18,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-01 16:00:00,2025-05-01 23:59:00,2025-05-01 21:00:00,2025-05-02 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,88,16.016666666666666,0.6673611111111111,4,55.91666666666667,111.91666666666667,39.93333333333334,79.91666666666667,0,0,3,1,5,18,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-02 16:00:00,2025-05-02 23:59:00,2025-05-02 21:00:00,2025-05-03 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,89,16.016666666666666,0.6673611111111111,5,55.900000000000006,111.9,47.91666666666667,79.9,0,0,4,2,5,18,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-05 16:00:00,2025-05-05 23:59:00,2025-05-05 21:00:00,2025-05-06 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,90,64.01666666666667,2.667361111111111,1,55.900000000000006,111.88333333333334,39.916666666666664,79.88333333333334,0,0,0,5,5,19,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-06 16:00:00,2025-05-06 23:59:00,2025-05-06 21:00:00,2025-05-07 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,91,16.016666666666666,0.6673611111111111,2,55.88333333333333,111.86666666666667,39.916666666666664,79.86666666666667,0,0,1,6,5,19,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-07 16:00:00,2025-05-07 23:59:00,2025-05-07 21:00:00,2025-05-08 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,92,16.016666666666666,0.6673611111111111,3,55.88333333333333,111.85000000000001,39.916666666666664,79.85000000000001,0,0,2,7,5,19,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-08 16:00:00,2025-05-08 23:59:00,2025-05-08 21:00:00,2025-05-09 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,93,16.016666666666666,0.6673611111111111,4,55.88333333333333,111.83333333333334,39.916666666666664,79.85000000000001,0,0,3,8,5,19,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-09 16:00:00,2025-05-09 23:59:00,2025-05-09 21:00:00,2025-05-10 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,94,16.016666666666666,0.6673611111111111,5,55.88333333333333,111.81666666666668,39.916666666666664,87.83333333333334,0,0,4,9,5,19,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-12 16:00:00,2025-05-12 23:59:00,2025-05-12 21:00:00,2025-05-13 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,95,64.01666666666667,2.667361111111111,1,55.88333333333333,111.80000000000001,39.916666666666664,79.83333333333333,0,0,0,12,5,20,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-14 16:00:00,2025-05-14 23:59:00,2025-05-14 21:00:00,2025-05-15 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,96,40.016666666666666,1.667361111111111,1,55.88333333333333,111.78333333333333,31.933333333333334,71.85,0,0,2,14,5,20,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-15 16:00:00,2025-05-15 23:59:00,2025-05-15 21:00:00,2025-05-16 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,97,16.016666666666666,0.6673611111111111,2,55.88333333333333,111.78333333333333,31.933333333333334,71.85,0,0,3,15,5,20,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-16 16:00:00,2025-05-16 23:59:00,2025-05-16 21:00:00,2025-05-17 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,98,16.016666666666666,0.6673611111111111,3,55.88333333333333,111.76666666666667,31.933333333333334,71.85,0,0,4,16,5,20,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-20 16:00:00,2025-05-20 23:59:00,2025-05-20 21:00:00,2025-05-21 04:59:00,7.983333333333333,7. Afternoon2 CA,evening,canada,99,88.01666666666667,3.667361111111111,1,55.88333333333333,111.76666666666667,31.933333333333334,63.86666666666667,0,0,1,20,5,21,False,16,1.0,0.12526096033402923,exact
CAN_04,Canada,2025-05-21 08:00:00,2025-05-21 16:00:00,2025-05-21 13:00:00,2025-05-21 21:00:00,8.0,9. Weekend1 CA,day,canada,100,8.016666666666667,0.3340277777777778,2,55.900000000000006,111.78333333333333,39.93333333333334,71.86666666666667,0,0,2,21,5,21,False,8,1.0,0.125,exact
CAN_04,Canada,2025-05-22 08:00:00,2025-05-22 16:00:00,2025-05-22 13:00:00,2025-05-22 21:00:00,8.0,9. Weekend1 CA,day,canada,101,16.0,0.6666666666666666,3,55.91666666666667,111.8,39.95,71.88333333333334,0,0,3,22,5,21,False,8,1.0,0.125,exact
CAN_04,Canada,2025-05-23 08:00:00,2025-05-23 16:00:00,2025-05-23 13:00:00,2025-05-23 21:00:00,8.0,9. Weekend1 CA,day,canada,102,16.0,0.6666666666666666,4,55.93333333333334,111.81666666666666,39.96666666666667,71.9,0,0,4,23,5,21,False,8,1.0,0.125,exact
CAN_04,Canada,2025-05-26 08:00:00,2025-05-26 16:00:00,2025-05-26 13:00:00,2025-05-26 21:00:00,8.0,9. Weekend1 CA,day,canada,103,64.0,2.6666666666666665,1,55.95,111.83333333333333,39.983333333333334,71.91666666666667,0,0,0,26,5,22,False,8,1.0,0.125,exact
CAN_04,Canada,2025-05-27 08:00:00,2025-05-27 16:00:00,2025-05-27 13:00:00,2025-05-27 21:00:00,8.0,9. Weekend1 CA,day,canada,104,16.0,0.6666666666666666,2,55.96666666666667,111.85,47.983333333333334,71.93333333333334,0,0,1,27,5,22,False,8,1.0,0.125,exact
CAN_04,Canada,2025-05-28 08:00:00,2025-05-28 16:00:00,2025-05-28 13:00:00,2025-05-28 21:00:00,8.0,9. Weekend1 CA,day,canada,105,16.0,0.6666666666666666,3,55.983333333333334,111.86666666666666,40.0,79.93333333333334,0,0,2,28,5,22,False,8,1.0,0.125,exact
CAN_04,Canada,2025-05-29 08:00:00,2025-05-29 16:00:00,2025-05-29 13:00:00,2025-05-29 21:00:00,8.0,9. Weekend1 CA,day,canada,106,16.0,0.6666666666666666,4,56.0,111.88333333333333,40.0,79.95,0,0,3,29,5,22,False,8,1.0,0.125,exact
CAN_04,Canada,2025-05-30 08:00:00,2025-05-30 16:00:00,2025-05-30 13:00:00,2025-05-30 21:00:00,8.0,9. Weekend1 CA,day,canada,107,16.0,0.6666666666666666,5,56.0,111.89999999999999,40.0,79.96666666666667,0,0,4,30,5,22,False,8,1.0,0.125,exact
CAN_04,Canada,2025-06-04 13:00:00,2025-06-04 21:00:00,2025-06-04 18:00:00,2025-06-05 02:00:00,8.0,6. Afternoon1 CA,evening,canada,108,117.0,4.875,1,56.0,111.91666666666666,24.0,64.0,0,0,2,4,6,23,False,13,1.0,0.125,exact
CAN_04,Canada,2025-06-05 13:00:00,2025-06-05 21:00:00,2025-06-05 18:00:00,2025-06-06 02:00:00,8.0,6. Afternoon1 CA,evening,canada,109,16.0,0.6666666666666666,2,56.0,111.93333333333332,24.0,64.0,0,0,3,5,6,23,False,13,1.0,0.125,exact
CAN_04,Canada,2025-06-06 13:00:00,2025-06-06 21:00:00,2025-06-06 18:00:00,2025-06-07 02:00:00,8.0,6. Afternoon1 CA,evening,canada,110,16.0,0.6666666666666666,3,56.0,111.94999999999999,24.0,64.0,0,0,4,6,6,23,False,13,1.0,0.125,exact
CAN_04,Canada,2025-06-07 08:00:00,2025-06-07 16:00:00,2025-06-07 13:00:00,2025-06-07 21:00:00,8.0,9. Weekend1 CA,day,canada,111,11.0,0.4583333333333333,4,56.0,111.96666666666667,32.0,72.0,0,0,5,7,6,23,True,8,1.0,0.125,exact
CAN_04,Canada,2025-06-08 08:00:00,2025-06-08 16:00:00,2025-06-08 13:00:00,2025-06-08 21:00:00,8.0,9. Weekend1 CA,day,canada,112,16.0,0.6666666666666666,5,56.0,111.98333333333333,40.0,80.0,0,0,6,8,6,23,True,8,1.0,0.125,exact
CAN_04,Canada,2025-06-11 13:00:00,2025-06-11 21:00:00,2025-06-11 18:00:00,2025-06-12 02:00:00,8.0,6. Afternoon1 CA,evening,canada,113,69.0,2.875,1,56.0,112.0,40.0,64.0,0,0,2,11,6,24,False,13,1.0,0.125,exact
CAN_04,Canada,2025-06-12 13:00:00,2025-06-12 21:00:00,2025-06-12 18:00:00,2025-06-13 02:00:00,8.0,6. Afternoon1 CA,evening,canada,114,16.0,0.6666666666666666,2,56.0,112.0,40.0,64.0,0,0,3,12,6,24,False,13,1.0,0.125,exact
CAN_04,Canada,2025-06-13 13:00:00,2025-06-13 21:00:00,2025-06-13 18:00:00,2025-06-14 02:00:00,8.0,6. Afternoon1 CA,evening,canada,115,16.0,0.6666666666666666,3,56.0,112.0,40.0,64.0,0,0,4,13,6,24,False,13,1.0,0.125,exact
