employee_id,location,start_utc,end_utc,duration_hours,position,shift_type,work_category,rest_hours,consecutive_days,hours_worked_last_7d,hours_worked_last_14d,shifts_last_7d,night_shifts_last_14d,day_of_week,day_of_month,month,is_weekend,start_hour_local,estimated_ticket_load,workload_intensity,match_quality
CAN_02,Canada,2025-12-02 13:00:00,2025-12-02 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,55.916666666666664,111.80000000000001,7,0,1,2,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-03 13:00:00,2025-12-03 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,55.93333333333334,111.81666666666666,7,0,2,3,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-04 13:00:00,2025-12-04 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,55.95,111.83333333333334,7,0,3,4,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-05 13:00:00,2025-12-05 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,55.96666666666667,111.85,7,0,4,5,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-10 13:00:00,2025-12-10 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,112.0,1,55.983333333333334,111.86666666666667,7,0,2,10,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-11 13:00:00,2025-12-11 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,111.88333333333333,7,0,3,11,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-12 13:00:00,2025-12-12 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,111.9,7,0,4,12,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-13 21:00:00,2025-12-14 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,24.0,1,55.983333333333334,111.89999999999999,7,0,5,13,12,True,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-14 21:00:00,2025-12-15 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,16.016666666666666,2,55.96666666666667,111.89999999999999,7,0,6,14,12,True,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-15 21:00:00,2025-12-16 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,16.016666666666666,3,55.95,111.89999999999999,7,0,0,15,12,False,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-16 21:00:00,2025-12-17 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,16.016666666666666,4,55.93333333333334,111.89999999999999,7,0,1,16,12,False,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-17 21:00:00,2025-12-18 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,16.016666666666666,5,55.916666666666664,111.89999999999999,7,0,2,17,12,False,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-18 21:00:00,2025-12-19 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,16.016666666666666,6,55.9,111.89999999999999,7,0,3,18,12,False,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-19 21:00:00,2025-12-20 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,16.016666666666666,7,55.88333333333333,111.88333333333334,7,0,4,19,12,False,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-22 21:00:00,2025-12-23 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,64.01666666666667,1,55.88333333333333,111.86666666666666,7,0,0,22,12,False,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-23 21:00:00,2025-12-24 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,16.016666666666666,2,55.88333333333333,111.85000000000001,7,0,1,23,12,False,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-24 21:00:00,2025-12-25 04:59:00,7.983333333333333,7. Afternoon2 CA MDR,evening,canada,16.016666666666666,3,55.88333333333333,111.83333333333333,7,0,2,24,12,False,16,1.0,0.12526096033402923,exact
CAN_02,Canada,2025-12-29 13:00:00,2025-12-29 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,104.01666666666667,1,55.900000000000006,111.83333333333334,7,0,0,29,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-30 13:00:00,2025-12-30 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,55.91666666666667,111.83333333333334,7,0,1,30,12,False,8,1.0,0.125,exact
CAN_02,Canada,2025-12-31 13:00:00,2025-12-31 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,55.93333333333334,111.83333333333334,7,0,2,31,12,False,8,1.0,0.125,exact
CAN_03,Canada,2025-01-02 15:00:00,2025-01-02 23:00:00,8.0,5. Morning3 CA MDR,day,canada,48.0,1,8.0,8.0,1,0,3,2,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-03 15:00:00,2025-01-03 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,16.0,16.0,2,0,4,3,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-06 15:00:00,2025-01-06 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,24.0,24.0,3,0,0,6,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-07 15:00:00,2025-01-07 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,32.0,32.0,4,0,1,7,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-08 15:00:00,2025-01-08 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,40.0,40.0,5,0,2,8,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-09 15:00:00,2025-01-09 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,48.0,48.0,6,0,3,9,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-10 15:00:00,2025-01-10 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,56.0,7,0,4,10,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-13 15:00:00,2025-01-13 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,64.0,7,0,0,13,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-14 15:00:00,2025-01-14 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,72.0,7,0,1,14,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-15 15:00:00,2025-01-15 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,80.0,7,0,2,15,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-16 15:00:00,2025-01-16 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,88.0,7,0,3,16,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-17 15:00:00,2025-01-17 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,96.0,7,0,4,17,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-20 15:00:00,2025-01-20 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,104.0,7,0,0,20,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-21 15:00:00,2025-01-21 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,21,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-22 15:00:00,2025-01-22 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,22,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-23 15:00:00,2025-01-23 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,23,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-24 15:00:00,2025-01-24 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,24,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-27 15:00:00,2025-01-27 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,27,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-28 15:00:00,2025-01-28 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,28,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-29 15:00:00,2025-01-29 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,29,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-30 15:00:00,2025-01-30 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,30,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-01-31 15:00:00,2025-01-31 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,31,1,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-03 15:00:00,2025-02-03 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,3,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-04 15:00:00,2025-02-04 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,4,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-05 15:00:00,2025-02-05 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,5,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-06 15:00:00,2025-02-06 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,6,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-07 15:00:00,2025-02-07 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,7,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-10 15:00:00,2025-02-10 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,10,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-11 15:00:00,2025-02-11 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,11,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-12 15:00:00,2025-02-12 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,12,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-13 15:00:00,2025-02-13 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,13,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-14 15:00:00,2025-02-14 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,14,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-18 15:00:00,2025-02-18 23:00:00,8.0,5. Morning3 CA MDR,day,canada,88.0,1,56.0,112.0,7,0,1,18,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-19 15:00:00,2025-02-19 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,2,19,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-20 15:00:00,2025-02-20 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,3,20,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-21 15:00:00,2025-02-21 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,4,21,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-24 15:00:00,2025-02-24 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,24,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-25 15:00:00,2025-02-25 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,25,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-26 15:00:00,2025-02-26 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,26,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-27 15:00:00,2025-02-27 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,27,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-02-28 15:00:00,2025-02-28 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,28,2,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-03 15:00:00,2025-03-03 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,3,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-04 15:00:00,2025-03-04 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,4,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-05 15:00:00,2025-03-05 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,5,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-06 15:00:00,2025-03-06 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,6,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-07 15:00:00,2025-03-07 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,7,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-10 15:00:00,2025-03-10 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,10,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-11 15:00:00,2025-03-11 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,11,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-12 15:00:00,2025-03-12 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,12,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-13 15:00:00,2025-03-13 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,13,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-14 15:00:00,2025-03-14 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,14,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-17 15:00:00,2025-03-17 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,17,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-18 15:00:00,2025-03-18 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,18,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-19 15:00:00,2025-03-19 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,19,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-20 15:00:00,2025-03-20 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,20,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-21 15:00:00,2025-03-21 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,21,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-24 15:00:00,2025-03-24 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,24,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-25 15:00:00,2025-03-25 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,25,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-26 15:00:00,2025-03-26 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,26,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-27 15:00:00,2025-03-27 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,27,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-28 15:00:00,2025-03-28 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,28,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-03-31 15:00:00,2025-03-31 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,31,3,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-01 15:00:00,2025-04-01 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,1,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-02 15:00:00,2025-04-02 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,2,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-03 15:00:00,2025-04-03 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,3,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-04 15:00:00,2025-04-04 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,4,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-07 15:00:00,2025-04-07 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,7,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-08 15:00:00,2025-04-08 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,8,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-09 15:00:00,2025-04-09 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,9,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-10 15:00:00,2025-04-10 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,10,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-11 15:00:00,2025-04-11 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,11,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-14 15:00:00,2025-04-14 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,14,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-15 15:00:00,2025-04-15 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,15,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-16 15:00:00,2025-04-16 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,16,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-17 15:00:00,2025-04-17 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,17,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-22 15:00:00,2025-04-22 23:00:00,8.0,5. Morning3 CA MDR,day,canada,112.0,1,56.0,112.0,7,0,1,22,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-23 15:00:00,2025-04-23 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,2,23,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-24 15:00:00,2025-04-24 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,3,24,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-25 15:00:00,2025-04-25 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,4,25,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-28 15:00:00,2025-04-28 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,28,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-29 15:00:00,2025-04-29 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,29,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-04-30 15:00:00,2025-04-30 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,30,4,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-01 15:00:00,2025-05-01 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,1,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-02 15:00:00,2025-05-02 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,2,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-05 15:00:00,2025-05-05 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,5,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-06 15:00:00,2025-05-06 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,6,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-07 15:00:00,2025-05-07 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,7,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-08 15:00:00,2025-05-08 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,8,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-09 15:00:00,2025-05-09 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,9,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-12 15:00:00,2025-05-12 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,12,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-13 15:00:00,2025-05-13 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,13,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-14 15:00:00,2025-05-14 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,14,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-15 15:00:00,2025-05-15 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,15,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-16 15:00:00,2025-05-16 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,16,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-19 15:00:00,2025-05-19 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,19,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-20 15:00:00,2025-05-20 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,20,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-21 15:00:00,2025-05-21 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,21,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-22 15:00:00,2025-05-22 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,22,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-23 15:00:00,2025-05-23 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,23,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-26 15:00:00,2025-05-26 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,26,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-27 15:00:00,2025-05-27 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,27,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-28 15:00:00,2025-05-28 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,28,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-29 15:00:00,2025-05-29 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,29,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-05-30 15:00:00,2025-05-30 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,30,5,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-02 15:00:00,2025-06-02 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,2,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-03 15:00:00,2025-06-03 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,3,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-04 15:00:00,2025-06-04 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,4,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-05 15:00:00,2025-06-05 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,5,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-06 15:00:00,2025-06-06 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,6,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-09 15:00:00,2025-06-09 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,9,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-10 15:00:00,2025-06-10 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,10,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-11 15:00:00,2025-06-11 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,11,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-12 15:00:00,2025-06-12 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,12,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-13 15:00:00,2025-06-13 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,13,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-16 15:00:00,2025-06-16 23:00:00,8.0,5. Morning3 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,16,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-17 15:00:00,2025-06-17 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,17,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-18 15:00:00,2025-06-18 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,18,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-19 15:00:00,2025-06-19 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,19,6,False,10,1.0,0.125,exact
CAN_03,Canada,2025-06-20 15:00:00,2025-06-20 23:00:00,8.0,5. Morning3 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,20,6,False,10,1.0,0.125,exact
